Datatime,Machine Name,F_SEQ,F_COLOR_SEQ,F_COLOR_ARGB,F_UNIT_P,Process,Host speed,Cool air speed 1,Cool air speed 2,Oven speed 1,Oven speed 2,Oven speed 3,Oven speed 4,Oven speed 5,Oven speed 6,Oven speed 7,Oven speed 8,Oven temperature 1,Oven temperature 2,Oven temperature 3,Oven temperature 4,Oven temperature 5,Oven temperature 6,Oven temperature 7,Oven temperature 8,Oven temperature setting 1,Oven temperature setting 2,Oven temperature setting 3,Oven temperature setting 4,Oven temperature setting 5,Oven temperature setting 6,Oven temperature setting 7,Oven temperature setting 8,Exhaust speed 1,Exhaust speed 2,Exhaust humidity,Moisture,Electricity,Thermal_Temper_NW,Thermal_Temper_N,Thermal_Temper_NE,Thermal_Temper_W,Thermal_Temper_C,Thermal_Temper_E,Thermal_Temper_SW,Thermal_Temper_S,Thermal_Temper_SE,Thermal_Temper_avg,Thermal_uniformity,Therma_Spot1_Temper,Thermal_Spot1_Temper_min,Thermal_Spot1_Temper_avg,Thermal_Spot1_Temper_max,Thermal_Full_min,Thermal_Full_avg,Thermal_Full_max,Width,Weight
2021/4/28 03:36:00,1,1,4,0,15,6,37.86041204259617,10.222297796997871,6.967768398712138,1711.0173181793361,1703.2182462735784,1650.8887314520116,1779.7671355787875,1770.592259981928,1539.4357081753628,1613.4081987847474,1584.960136793417,147.39972069445014,140.3868415382381,135.69357899335867,147.6156203863483,142.6945502184233,134.81376922836773,139.04830660958197,135.62190873307622,133.08600134517832,144.6308877376582,149.54708320235065,133.0071621309043,142.81484618345286,136.74678715439086,137.5643730811765,137.03803037880564,1795.680046151601,1787.242608139724,,1.0,89,75.3832823588992,74.59580957275432,72.95226293566796,68.34218275979201,71.23814499715834,77.20295481912878,75.0305869181219,68.37422481600724,72.75266204714613,77.25693561685894,2.606973590393142,12.716800961899676,68.23887934527077,76.6529925829658,72.32570250728742,67.1175877866774,68.0042861005842,76.38242302330691,58,202
2021/4/28 03:37:00,1,1,4,0,15,6,39.798612508607405,10.478416874477958,18.192962293886872,1701.6923996886553,1706.6696010067635,1651.9449190011878,1778.7408194609893,1776.2369933565822,1526.6979331735802,1608.077222278851,1588.0314640460722,137.11554065238425,144.1784605603257,134.35146572671192,142.6490208895764,147.2078431032895,127.64177749936356,136.01552372264763,142.8853606359027,138.98477306978504,141.85572936685654,136.9800740664209,140.4329489373645,139.2216138230396,145.83891030829903,141.27210421650608,141.68801331037602,1797.9406151693877,1784.5619688796376,,1.0,88,76.27925992189148,72.99207771589869,75.70487098448206,83.83500417322719,78.85462406715847,72.37388013916079,79.13607068081973,71.04662493489225,63.00437701411073,68.85257000541299,1.6150403768707222,8.242432579793457,72.28309378594776,82.32918516137642,77.41964052882082,74.68950101595568,79.93203156591744,64.72932711496057,58,202
2021/4/28 03:38:00,1,1,4,0,15,6,39.67807279054283,18.854325969434832,7.607068771100792,1715.7187702160347,1708.692482037472,1655.923560430496,1785.1639093305314,1787.353464289022,1531.9093312752925,1611.2411029315017,1581.7031955022987,135.75077815267605,144.15167908272122,135.71958087045567,140.35783118609697,137.6117127661744,142.39489912873196,141.66831052643474,145.1876997212895,137.44991800572626,138.65062532353315,135.10618142108845,137.77853369961943,141.88650246522425,143.78494308322675,135.38917337911187,144.3480296005283,1806.7781892940247,1789.0671745161185,,1.0,89,70.42005546448213,69.42872691344292,66.70040052547861,80.76722030744591,77.88682614177029,74.01507591544772,74.3508433415991,68.87055586350812,85.89875806808413,74.96310724987615,11.504973977024465,13.62883311949346,74.53004615868356,75.42042262139566,72.64662674277344,78.95634080567997,86.00912150237517,83.32609925077489,58,202
2021/4/28 03:39:00,1,1,4,0,15,6,46.56593351319698,12.443921617844074,10.051975898707095,1709.3710653995017,1707.2786245614434,1663.4709575923548,1774.5376768514259,1783.647751597303,1530.209960507105,1607.865594650263,1578.9394781236992,131.72571664067115,144.11585291980958,140.36658983594202,133.55019550129472,133.5246061396819,138.32107650354936,148.34510762644697,138.70204324318198,132.48428523440947,138.77128467957027,138.63638215126164,126.51556678529214,139.72852566741093,138.8453273489566,143.4810318240671,149.24478047472672,1805.6328251477387,1785.6555565472258,,1.0,89,87.0377966362493,74.68509211007245,74.50964889956474,72.56937319444998,74.53142417383927,72.82219666038029,69.79168981559882,69.48070544379804,72.71823361892001,70.67487443433117,7.400771060614178,10.532151138459485,70.19111351289573,80.86696506291344,62.00014820803494,80.71253150961232,81.48542321248814,64.88804608795925,58,202
2021/4/28 03:40:00,1,1,4,0,15,6,36.78656202959826,13.142795670021043,7.962441526410894,1706.1109165620455,1701.4471207726708,1666.7613522171182,1786.6783919657373,1783.3577754749708,1534.6083603202162,1604.3547411439138,1580.377398668601,142.4468728061396,133.88936095554027,143.56499215086194,138.7983730092093,138.125895962252,143.55479984101746,142.2213165574302,138.1951691709046,145.79664901682125,134.59468336200052,143.07967803472133,142.96550628984193,138.45226780343006,141.6306651112106,133.7444321180735,144.62013509603452,1799.075489317785,1784.3863848974047,,1.0,88,71.0852838072862,68.1566910181822,67.11385730238048,76.9210485967282,68.0548539675186,82.88896876992183,63.02035327058139,82.6712848314502,74.8780891960131,73.80643536064804,8.231404535955251,11.995680571760355,72.02282502787575,79.7975076400826,76.51713739331021,76.6975079573094,74.12793808893073,75.66127103139468,58,202
2021/4/28 03:41:00,1,1,4,0,15,6,39.939008464460294,6.449158036716872,8.259072889471435,1713.7163204701135,1707.8543271906397,1657.0800833182366,1782.092169665327,1777.7379085268083,1528.3012015984532,1606.1084763729884,1584.9792262754884,135.10813611192484,142.04126377857236,131.4870819788108,145.1457781866282,142.36298741206522,141.28014867156938,144.91345491972757,148.32737222231287,145.07185032509065,130.79562884334177,133.60211516632148,136.8759071115216,140.13045525105417,142.58829510234563,136.3712809342327,140.9338338223854,1796.2230853382334,1783.9424109850402,,1.0,88,69.55683028944547,68.20457441191833,69.38963092511332,78.43921041303919,69.3500056758403,86.56391075418696,74.79859023440444,74.45517884847438,68.44020953909393,77.13155046704496,8.06181086681113,10.610049073226808,84.52042391134398,73.27370212137674,81.17936529142838,71.91711653437056,75.25805620751518,84.28700183817755,58,202
2021/4/28 03:42:00,1,1,4,0,15,6,35.265164331061165,24.062242789984644,18.538759677277376,1707.1876661205288,1710.1620386952777,1662.8627722481338,1785.109049811086,1769.1488764005478,1527.3643141208756,1608.7624068222424,1582.6278328544997,143.10336048775338,140.88850500466626,133.3232782064495,141.90098925502983,143.0529287264191,142.7989522396552,145.4039036277731,144.16961077274453,142.29590039614217,139.64917144270677,131.69519533242004,142.14809109566292,141.03843843581555,141.35789418597687,133.61625712089847,134.59471729795868,1805.2657642666645,1785.8022242307168,,1.0,88,74.85358987065231,75.42378222747872,79.00141658988,70.92477742891313,75.27660150470491,71.10362447647478,71.86051599283842,72.4361378226568,74.19867010816856,71.73025744168262,17.221780646867604,5.526963488902481,71.6286415091932,71.78734476862913,82.98988667176866,76.73777113255788,80.91421994734318,68.32719538481514,58,202
2021/4/28 03:43:00,1,1,4,0,15,6,39.935251709346296,19.448153978117183,15.411419946377121,1715.3274018753268,1704.413557749498,1665.046737200928,1793.4944906180963,1775.1858071978018,1528.772487392996,1617.2669223855885,1592.8978607286535,137.38569986423366,137.89906591452072,138.59107695569747,133.2777474448286,135.406740267579,134.97929616623966,136.16101217447937,139.8265755630661,141.1710736626826,147.75250246407037,135.00822979630604,144.9216119923829,138.93005577887246,139.75268145173783,143.374097460833,134.3863898921885,1801.9120487309203,1787.8322610410653,,1.0,88,75.75984620953909,87.79649733955448,71.74429873874341,71.12001675499091,71.10829638787617,71.05961620419873,70.45006540346742,79.60208415553775,79.98051958994927,71.23226707125262,6.795222151478857,12.35707778193202,69.59988483859514,77.09966045877755,77.04761223425649,68.45427655501383,83.7705231366503,85.01238549547762,58,202
2021/4/28 03:44:00,1,1,4,0,15,6,35.53605692757807,13.06149220032008,16.429326953624525,1711.672283949935,1710.292721363364,1668.0510226938318,1781.1152638625297,1773.0085137773078,1524.1034038599273,1606.3453498002905,1584.834365135631,148.97278931758893,137.41194350481913,141.1189397581945,139.91788551963623,145.9419663672404,152.6346621293681,137.3456561353984,137.5528027874089,145.22080438534536,143.40945744813155,149.23353662868016,142.91964092662982,138.2035395460647,142.95327415346154,145.54351790291454,144.10241090598683,1802.5363701555366,1792.3333734479459,,1.0,88,81.21779416518764,77.91855248794822,74.57541270841573,74.04156709216662,79.85854504254178,70.53932219506382,74.6493663043645,71.4053075883632,73.5077225246741,80.3582589130365,11.914495331099518,10.232182740780743,65.2857183751004,77.6562670701361,79.51542291570537,87.1042756265273,74.749110835235,77.3837536483197,58,202
2021/4/28 03:45:00,1,1,4,0,15,6,39.746918418553776,22.887266398817374,14.52352233806524,1711.3951076288517,1710.0394825485828,1658.9330456157818,1779.7678319272475,1777.9704499644915,1536.3681587492988,1604.8674235029448,1584.6648483707345,136.49939592530413,145.9752331446242,132.38406547608113,137.20539076364207,141.88605937532262,147.8276201461717,139.67124869463507,137.224002366534,149.40578534720294,132.7599304979188,129.00597021689958,142.20007225026666,137.48972887823695,134.89383591434643,143.54178223649677,141.21900356885598,1797.1796068463163,1780.5984780066456,,1.0,88,77.4180057097933,75.3251198311031,84.02118699023833,67.81757543836925,66.75237139537631,70.08646108059378,72.91906927822251,74.60169556661346,71.50582151071835,75.66127796257149,4.69330285404778,17.218823020366298,71.63324282803715,79.45047756794064,77.77162539188852,78.34176475576892,78.90683506116102,78.29654146008657,58,202
2021/4/28 03:46:00,1,1,4,0,15,6,41.71361379933772,21.645762650662157,15.982605848507351,1713.5450187879426,1706.551321528564,1665.2005860772474,1778.6180384897036,1786.0047021645541,1530.7992102467783,1601.8461244894097,1583.640522074554,136.5947417126256,144.20321774494363,136.73688010348803,137.7690828339261,130.55229634527234,137.7384684037546,127.88060336685521,132.0804858825714,143.8020732807215,143.92900079325415,142.12728780892482,135.16511928435392,139.7614432192901,139.98198730454715,134.2081765540373,147.51699150883576,1804.3868114528784,1785.8951791308516,,1.0,89,75.54391293973777,64.76632412787855,73.54111351739702,69.915079520011,69.37390373052543,72.45349969557023,82.1514308342476,77.02521345633505,69.67710600108602,76.78891259678079,17.94777715793001,14.623168414563844,72.56215178960088,70.80031977147213,79.24111656806795,77.71742692710875,80.22596610013866,78.92585900840984,58,202
2021/4/28 03:47:00,1,1,4,0,15,6,43.64776319659667,12.32382394219716,21.586970328171628,1710.987998023462,1717.3763043631263,1654.5540609095522,1790.6798190158263,1776.9895539173133,1527.7429099819278,1606.5805708297285,1582.3982634590284,142.12082973200958,142.61417744017749,137.1314999803071,139.8782270386951,150.71135179305932,148.63771585050355,142.18161834837016,140.190017390841,140.6001566335913,143.06758986365207,134.88603717400798,138.71311731288327,131.65707963061206,141.9961156130264,143.23597969851372,137.58406768850313,1807.8699338164502,1780.8711716849882,,1.0,88,75.32225604279986,80.10248828306078,82.89363747728933,71.0615776756553,79.40140739715648,72.92145606249646,71.48386362029589,77.83629895743337,75.84961564206709,65.71503933507876,18.339701765629478,16.900456770737257,68.51718695245235,75.61701815718705,77.7461519114137,76.57936980911954,72.5244752107729,71.91788414030975,58,202
2021/4/28 03:48:00,1,1,4,0,15,6,38.272229265042775,20.86364509629682,17.71800077297216,1709.1469283395695,1710.8584935532417,1643.7572868968496,1788.7438285018604,1768.3014311061095,1529.1877952929844,1604.4016505268694,1576.5265926213954,145.80413393689258,137.66149399344053,142.7325194086536,139.76539710560408,142.38520413611562,140.38410945530129,133.58503887905715,144.9813340972357,137.53121708419343,132.21709050670125,138.85942419517045,147.50379895317155,144.25110871056745,138.2567393279607,138.25371147840787,138.39182474391308,1810.3837399178042,1788.9096772611579,,1.0,88,80.31441928015921,76.88394823513256,73.79779159089648,73.4292538645751,74.03799742292968,73.6748888774508,76.9401458581849,74.5227299190365,76.8502006560779,73.97041764945709,11.339175931580453,0.008996577339461354,76.82963947351242,76.09744023948997,80.96205066929826,61.49072322903156,86.41387364390364,75.27405197922414,58,202
2021/4/28 03:49:00,1,1,4,0,15,6,44.04091408368758,9.800470364372345,18.063869525312846,1704.7329221841317,1703.881155196521,1667.5701567693338,1782.0465879961832,1778.0871643658986,1535.3503386534437,1612.478409439863,1585.752094525718,141.82480501233113,152.01707792619138,139.71190601483207,141.00549523357483,145.25327198003805,145.5276296647899,145.9351515278019,143.19365111014594,134.2849754363476,148.16715766150548,134.26827303490657,141.51317732619518,136.2286207499032,139.67930826703503,141.64381205151741,141.60678607725137,1802.1096037711764,1795.0685563452932,,1.0,89,72.97021871354676,80.27443822144178,79.9103536946232,66.90396074431504,77.02099692924928,76.9528623115545,70.52118135320003,80.61053250655809,71.67472130483736,74.2168829673577,10.080640858580653,10.077895237907338,65.93162276552398,66.48874476702854,83.65652342612486,71.44919136840836,70.72703636271847,64.91704754198143,58,202
2021/4/28 03:50:00,1,1,4,0,15,6,35.20519088155249,8.38455103296251,23.210075800681846,1715.0490854467132,1703.5592482741113,1669.2621790267215,1787.9088274349579,1775.3758430824569,1518.502971425632,1621.4547128629538,1576.052137666182,131.77300626521554,145.1128521600482,153.19876203169636,146.92136409255258,142.8195456002618,142.97377170832644,144.26707779390154,143.7946429489338,141.40595711984687,140.52100551975937,140.6870343605024,136.23017705566662,138.59662461566614,131.53521592902308,139.50830186602624,135.05704446424542,1794.4820534139212,1787.8994707557674,,1.0,89,79.06458260001156,67.57349948188411,70.47886126714832,77.87385410994108,69.64356279230846,72.89883742001489,75.55526080512276,69.71827528568183,73.3868781407298,67.47386971540897,7.945161802243931,11.598909670712684,64.03102971234166,76.20237368980199,76.0558103353666,78.91644910208575,77.27357000032332,82.97470147986922,58,202
2021/4/28 03:51:00,1,1,4,0,15,6,39.12612251323954,12.852972294373735,15.61148751516142,1712.716490145182,1707.2443003516285,1652.2029584560194,1778.4900415609661,1773.6854954122452,1523.9869736410014,1618.7478837159347,1577.7806838230435,136.53547401102045,136.407963672154,144.4746218847222,138.52525160853986,146.23871036336868,136.63254687878066,141.394970811119,135.82326473370122,150.72574563886695,134.06200790485244,141.54910355113515,143.1688844046605,142.0689954872575,139.07356170561147,139.35089650133287,140.21905735989554,1799.2649899918576,1791.8193955839745,,1.0,89,72.09253832496083,69.05298553210461,73.87559109824373,86.6035485182716,71.26162594015135,81.33658286722034,81.61150364038221,70.99705818146003,75.95191383592638,82.2889862856427,9.047361314062563,8.982098199488192,68.92259671025678,69.15421317653566,73.02761435466996,70.15430074618872,76.44441942129613,72.42413592470679,58,202
2021/4/28 03:52:00,1,1,4,0,15,6,39.76892993895374,7.220521768981864,16.654401161072286,1714.1676448080445,1697.0313217871428,1659.8702828492378,1788.1383449623665,1770.951794906544,1539.3628619341885,1611.0950950468302,1581.474940721208,139.72115461171148,142.7916345626086,140.38002695706206,142.69377996223184,135.39663203460316,140.8468041201804,131.9314275154751,139.4438696932565,135.48046179267604,136.32235028705117,146.18046587605218,145.45655060297133,143.04569060453588,134.5384361766371,137.417957751526,146.0654884998959,1800.7085845681995,1798.5966476999085,,1.0,89,76.35024497245016,74.3464159689875,75.4937009239114,72.92865270809729,77.99954301344295,78.07751030397291,69.27405126746025,67.2378362422111,64.09197194448352,76.75395352456272,5.424166954130633,-0.7644529647624143,74.25389384265482,86.84800081716395,76.59664434230054,80.81945277225822,77.03614569273783,76.13255063404429,58,202
2021/4/28 03:53:00,1,1,4,0,15,6,43.09538241493884,13.548627279056744,16.336961570359513,1712.60848903098,1703.6595477317849,1662.9602117476827,1781.125201216523,1773.2212742025358,1533.682549217852,1605.5076600910447,1582.1409057868457,139.954405016779,145.4294778291579,142.37349116439975,139.87486520627428,144.08883149600143,146.95103774508658,141.7890515317593,140.0517630992169,133.4408188382492,134.67443168462313,138.47387647822666,136.95243898920359,139.06514348507278,140.28324962448553,141.64846377178367,139.64750610970455,1802.432508219131,1787.3223720740507,,1.0,88,68.49832272090623,74.32856582139193,68.60652506579446,75.28464349998102,81.5707539817185,79.08080876848658,70.95878662534896,80.48063111424976,73.01433719601056,71.5825717044098,7.884986704295301,8.487651567559357,69.46911575729385,74.25408154187744,76.76586734524932,75.97822754076707,78.14768828873174,81.9162288139317,58,202
2021/4/28 03:54:00,1,1,4,0,15,6,43.14777029720662,7.575510157750482,2.2303943254902254,1715.6715995561963,1700.1656065079228,1656.8761729905366,1777.149434869703,1767.9900978121,1532.707313641024,1612.7957758015132,1580.1174479963663,127.04478853927546,137.2687777587376,141.95902002701274,132.60544215612936,140.91679959889578,139.92345075413502,142.89645749800545,140.59790184207077,135.1346552955922,145.98285750832247,139.20735213486515,139.86347730245035,135.33366020463401,137.78358874404245,135.5759864298655,139.13526970038288,1808.5585424007118,1780.1404942853433,,1.0,88,81.58384846746804,74.00938137424068,71.15363685670042,78.12552212698039,71.30592193131568,82.74804859773468,75.93262862669636,71.0314436292715,83.70854195632751,70.70442709498332,14.653476879046535,11.496462902032459,78.625707026994,81.69555647363427,76.17202178532884,72.24491168826908,78.31186175469558,72.62342419123947,58,202
2021/4/28 03:55:00,1,1,4,0,15,6,48.46693585763312,15.682676655413687,13.173392243439457,1711.9234015293246,1700.2643685523515,1653.1419298074468,1789.002069539722,1773.715528605143,1525.7654450865903,1611.6832637626364,1588.928520773315,143.59476655332534,144.98023842902907,136.2160245571527,132.89094666629077,147.50666825977743,138.38660080578933,138.74583491772478,146.6409707092453,142.7811500470033,142.27943886040805,150.82501172450543,136.7824088480993,144.6392006404062,140.2850656244854,141.3429613943163,147.64234213206265,1802.539178781448,1789.6914803952482,,1.0,88,72.56723464228557,70.57094995330498,68.58895375989484,63.87021671311999,84.61303637970161,67.62495701139159,72.26473026207114,72.51393231055539,74.64503519904551,77.91468460269648,15.275367431798726,7.084612807155308,71.26239100106794,75.40889813244151,74.32954241908226,83.60972593009996,78.02787280819125,79.24738698024908,58,202
